measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2014,11.540363883351286,18.557923629515493,6.271498621934095
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2014,228.29004739232388,238.09437851274885,212.47363305381086
1,Deaths,10,Cambodia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,158.66632484887248,179.30693420860567,139.90711729174942
1,Deaths,10,Cambodia,3,Both,22,All ages,526,Digestive diseases,3,Rate,2011,71.12520869824081,81.424335848715,60.91722993751621
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,1999,23.252597754965326,34.72813582692445,14.012423711903027
1,Deaths,13,Malaysia,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2007,0.6347933066068234,0.7037755568494658,0.5703326252328683
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,3,Rate,2001,0.00414034148384371,0.004863569952381898,0.003789763278077656
1,Deaths,1,Global,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2001,21.609355303484165,22.494701799095218,20.290192070120888
1,Deaths,10,Cambodia,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,11.883350604206097,27.45996433920026,5.3284335122182345
1,Deaths,18,Thailand,3,Both,22,All ages,688,Transport injuries,3,Rate,2002,44.70484027347132,50.78513708963687,38.71312316491481
1,Deaths,18,Thailand,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2002,28.99695605688677,32.91640348914851,25.851084170437165
1,Deaths,10,Cambodia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,8.403194688707623,10.137631685163692,6.849774806585722
1,Deaths,10,Cambodia,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2011,0.5430144471946774,0.6772915565861375,0.39291071272656586
1,Deaths,10,Cambodia,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2011,19.064081939150334,26.92507417335975,12.433882484933637
1,Deaths,10,Cambodia,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,19.613476986377297,26.40785034307854,13.387694564572785
1,Deaths,10,Cambodia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2011,135.9439756058805,155.59809938945193,116.49278135045348
1,Deaths,10,Cambodia,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2009,0.5201508973124214,0.6418457859451144,0.370481535323035
1,Deaths,10,Cambodia,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2009,20.405795778219385,29.102663106912154,12.71198238330414
1,Deaths,10,Cambodia,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2009,27.507786428314194,36.90113744701277,19.251042690919526
1,Deaths,10,Cambodia,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2009,144.95996645480588,167.55215130370655,124.66402793102012
1,Deaths,10,Cambodia,3,Both,22,All ages,957,Enteric infections,3,Rate,2011,17.436820884367673,26.273449722491602,11.988845534792404
1,Deaths,10,Cambodia,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2011,15.736781263615878,22.033613152050194,11.375904847965572
1,Deaths,10,Cambodia,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2011,43.202732501319645,52.1602217296586,35.097233009680494
1,Deaths,10,Cambodia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2011,0.958985163978839,1.1983217838826286,0.7407186389594882
1,Deaths,10,Cambodia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2011,30.241436596194415,34.93052599113257,25.751176564785425
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2006,43.69550624286913,45.98915198204793,38.37564602736382
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2006,1.8072313287431498,2.7159611468470555,1.1304241928874457
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2011,1.2756124264884443,1.3744128139408127,1.0971504851891762
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,526,Digestive diseases,3,Rate,2011,39.15756199113077,40.89038325797076,35.875956253522915
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,62.12311783342175,131.58540529900588,27.971839106989293
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,17.873952851024157,18.15144122233078,17.300541397482075
1,Deaths,11,Indonesia,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2011,7.0004966935803825,9.374124801061907,3.870596542216691
1,Deaths,11,Indonesia,3,Both,22,All ages,410,Neoplasms,3,Rate,2011,75.40842925688796,85.55310522342492,65.69817366845581
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,280.92326708614775,295.79785261388867,260.4359599275372
1,Deaths,11,Indonesia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,222.25844667599614,240.21647999985197,200.20469016227483
1,Deaths,11,Indonesia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2011,39.65237366665594,43.35814826922141,35.22551027656875
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2019,0.0505960559032244,0.06528619950498353,0.026301479312505097
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2019,294.0355041724868,313.98400840796086,256.29252961419115
1,Deaths,11,Indonesia,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,11.192497367942119,25.552520687007693,5.062109409260159
1,Deaths,11,Indonesia,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.00224730428237775,0.0037028117233250135,0.0007847901186006397
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2019,52.177762508682946,55.71980475201228,44.79018512725131
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2019,2.370269394681044,3.617833904272043,1.4183989933767103
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,688,Transport injuries,3,Rate,2019,11.520695707934669,12.34827827018782,10.808419755359612
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2019,24.478271315178862,26.03854304746935,21.874914985641837
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2011,57.076857909614155,62.96685693452706,51.68213143199121
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2011,0.9414568465579053,1.218296905646927,0.7402099867405091
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2019,1.4516987195218332,1.701176753614362,1.1724687549331623
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2019,10.086902682096012,11.197706343725544,8.827836734494397
1,Deaths,20,Viet Nam,3,Both,22,All ages,410,Neoplasms,3,Rate,2002,74.84989374642339,86.55885325542246,66.68451812420723
1,Deaths,20,Viet Nam,3,Both,22,All ages,542,Neurological disorders,3,Rate,2002,16.509264997165186,38.07328128295488,7.008789671963563
1,Deaths,20,Viet Nam,3,Both,22,All ages,558,Mental disorders,3,Rate,2002,0.0015668359787336561,0.002907149443085375,0.0004256616712552349
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2019,10.201944317369007,11.532853903473146,9.429760962232493
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2019,24.94389148713857,27.00293466665274,22.612475471641854
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,957,Enteric infections,3,Rate,2019,2.073931333426163,2.806420816291751,1.6285447466297445
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2019,2.141453204192638,2.4064167427604777,1.913098963212817
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2019,6.966641673982693,8.121049726383927,5.9728266016052185
1,Deaths,20,Viet Nam,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2002,9.494651850862718,12.026356736928937,7.41008525213904
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2019,3.1394701510479304,3.639851921937735,2.7354719198604767
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,410,Neoplasms,3,Rate,2019,71.32671051822238,77.39960162888643,65.82351375615929
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2019,14.683403907320494,30.63025993656076,7.591105107749194
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,558,Mental disorders,3,Rate,2019,0.001525117473467466,0.0034904118003940897,0.0009102803904471128
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2019,14.664286664400805,16.177658312494298,13.111954445290728
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2019,46.0202598224573,80.79265454344491,21.846948738915508
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2019,25.836356352121726,29.824006448509444,22.016570337019697
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,688,Transport injuries,3,Rate,2011,23.489353511104188,24.94219016357153,20.72043326492758
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,973,Substance use disorders,3,Rate,2011,4.123624626164948,4.287925594328514,3.796891271556003
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2011,31.808368922883112,33.23489594817468,29.815373715117367
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,688,Transport injuries,3,Rate,2019,18.11245705558809,22.071054744353997,14.675247130530957
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2019,20.92325519880876,25.608688910806965,17.4312134817128
1,Deaths,11,Indonesia,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2011,1.0968042548778956,1.2185703625157684,0.8781286700130766
1,Deaths,11,Indonesia,3,Both,22,All ages,688,Transport injuries,3,Rate,2011,17.140475210365132,21.55824820243239,14.852123773225665
1,Deaths,11,Indonesia,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2011,14.267586658539209,15.823140102500323,11.930808572398147
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,3,Rate,2006,33.65226230828082,34.899992730520545,32.25786752265515
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2006,26.3488324919741,28.051626189580244,23.52970554599697
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2002,265.8134643081082,279.4813683030849,250.9346430451905
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2007,15.772281953235694,23.66622153841994,9.554325922948609
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2007,224.6490669718335,232.9198086482976,211.76107819473074
1,Deaths,1,Global,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2008,28.815545558981842,30.5540728826959,25.99173878969236
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2011,2.7091295350464155,3.571151899228436,1.8421532259551885
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2011,14.737080841034604,15.729703072416315,12.820444861741137
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,18.981856478185144,22.554694201471058,16.318703708518015
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2011,73.70859199893266,78.85503107317896,69.17224019901474
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,957,Enteric infections,3,Rate,2011,56.78817648799341,75.84307594544943,43.69897171790144
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,1.486410294390259,1.5474426396019418,1.4585706715282816
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2011,33.4106639988312,35.8075885138338,28.927494054734478
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,957,Enteric infections,3,Rate,2011,2.7713764444886655,2.9765091609258514,2.4176841886764024
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2011,1.6644008993674941,1.9225448487182213,1.4371482779237663
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2011,2.864728925062853,2.98100090020929,2.677649339052685
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,973,Substance use disorders,3,Rate,2011,7.610671730561174,7.788946186283041,7.462995563199844
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2011,42.59369455250925,44.886610146836155,38.05506215456555
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2011,1.5822721407540634,1.6715047888658772,1.4540926359312212
1,Deaths,13,Malaysia,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2011,0.640978896659605,0.7214057310382721,0.5614553612924864
1,Deaths,13,Malaysia,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,11.982837504467133,26.717882510800198,5.496122028104763
1,Deaths,13,Malaysia,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.0025426331329094264,0.004489076205309182,0.0009034796722176032
1,Deaths,16,Philippines,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2012,0.6284474687566246,1.0010037619295697,0.3819925649065566
1,Deaths,16,Philippines,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2012,6.4751399970383305,7.8416938464528005,5.760960169494606
1,Deaths,16,Philippines,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2012,82.71914842525051,88.55457379559247,74.50765125735957
1,Deaths,16,Philippines,3,Both,22,All ages,957,Enteric infections,3,Rate,2012,12.43541753352057,16.77734807213075,9.57839784290105
1,Deaths,16,Philippines,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2012,10.528801373919112,14.744662098170462,7.627691662226564
1,Deaths,16,Philippines,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2012,30.58311482165567,38.12230212591716,23.48722327197712
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2011,20.83994417108489,24.71620986375849,17.339062880985434
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,526,Digestive diseases,3,Rate,2011,30.259499573480433,33.92862204559024,26.833106985822983
1,Deaths,13,Malaysia,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,7.243966359670752,8.799444467747547,6.558565576926387
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2003,6.52553106582565,7.708523307080244,5.590437488031313
1,Deaths,1,Global,3,Both,22,All ages,526,Digestive diseases,3,Rate,2003,33.99398229332105,35.27359008299519,32.581459317370296
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,9.440999674866267,18.958507769764978,5.304584853511814
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.0006336067487469182,0.0023023904410555797,0.0002075896408304136
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,410,Neoplasms,3,Rate,2011,145.43440101067023,154.10372771225025,136.40395002497868
1,Deaths,10,Cambodia,3,Both,22,All ages,410,Neoplasms,3,Rate,2006,65.57490118888636,73.38365525265023,57.76263186590033
1,Deaths,1,Global,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2008,15.43053710017494,23.220472936229477,9.479442721493658
1,Deaths,18,Thailand,3,Both,22,All ages,542,Neurological disorders,3,Rate,2004,19.71205940700453,44.504912420236124,8.331948855582558
1,Deaths,1,Global,3,Both,22,All ages,410,Neoplasms,3,Rate,2006,116.26115704609116,120.09201436654178,111.05442225817856
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,3,Rate,2006,21.409940047041996,46.185108450024444,10.45519875272617
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,3,Rate,2006,0.003959342379921946,0.004702611820351184,0.0036638067065063113
1,Deaths,1,Global,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2007,5.1628372742176865,5.812585574784022,4.579038760493572
1,Deaths,11,Indonesia,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2007,0.6062395993717673,0.7908598291622592,0.41064086355434654
1,Deaths,11,Indonesia,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2007,15.649929054609139,20.545764403031995,12.577164216144032
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,16.0895726252264,17.906860735614273,14.321850722793345
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2000,19.37699237269101,20.590954933977816,17.587261295491093
1,Deaths,1,Global,3,Both,22,All ages,973,Substance use disorders,3,Rate,2000,4.156844605190446,4.2726465748114935,3.9619604366319394
1,Deaths,1,Global,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2000,28.168445015662538,29.176052181600845,26.804935391455274
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,23.605605724194263,52.94111171524782,10.675941424008446
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.0025222785823773306,0.0027667839460771967,0.0022467335482010114
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,20.089068111564885,21.507031102163054,19.315754027865978
1,Deaths,10,Cambodia,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2003,25.546740939041463,29.08396642330942,21.26150523932505
1,Deaths,1,Global,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2008,225.9815394556465,235.41401122805513,212.90909094507214
1,Deaths,1,Global,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2005,1.2488678958537938,1.423586676537582,0.9838739161126129
1,Deaths,1,Global,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2005,17.605994020839677,20.81764968385374,14.583180137129807
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2011,18.773712193881597,28.748452165238362,10.71636401691781
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2011,50.12205471345585,53.82945093523184,43.303785197657305
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,526,Digestive diseases,3,Rate,2011,35.54823975078394,37.954659007231825,33.074310830942345
1,Deaths,10,Cambodia,3,Both,22,All ages,410,Neoplasms,3,Rate,2015,79.47699563650072,92.18096470139606,66.28505103234323
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,344,Neglected tropical diseases and malaria,3,Rate,2005,0.8900134966664639,1.204397003228688,0.6390796071967747
1,Deaths,10,Cambodia,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2002,1.1362534453226572,1.4266805391069644,0.8153239639070913
1,Deaths,10,Cambodia,3,Both,22,All ages,688,Transport injuries,3,Rate,2002,22.93628523718964,27.574231328293077,19.189672034716438
1,Deaths,16,Philippines,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2011,3.799422261135022,4.185928464724784,3.4547352515519316
1,Deaths,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,155.01642305736127,171.22192605024844,143.78253132171903
1,Deaths,13,Malaysia,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2011,0.8529832420635804,1.0512643774386203,0.6938724794048393
1,Deaths,13,Malaysia,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2011,13.163497490144373,15.103107344740154,8.14445056085707
1,Deaths,13,Malaysia,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2011,5.440914516851604,6.2974221758357025,2.852582939863197
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2012,1.3077161230673768,1.4090421328679765,1.120239023723821
1,Deaths,13,Malaysia,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2011,5.651013007560312,6.773714636867024,4.099795637172568
1,Deaths,13,Malaysia,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2011,5.6724252499876044,6.347150455782448,5.142740759098968
1,Deaths,13,Malaysia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2011,0.8549702426288239,1.0849920868514982,0.6904655426535118
1,Deaths,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2011,24.729548091512576,27.59796468890321,22.74033816317527
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2007,116.1307957927445,126.71564569677193,106.01584613288509
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,526,Digestive diseases,3,Rate,2012,39.38087294719258,41.165040285044206,36.101787377364026
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2012,63.74141242845393,134.8003662447181,28.668839627908778
1,Deaths,13,Malaysia,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2013,150.66109147574787,166.28735900243407,142.17870510765064
1,Deaths,1,Global,3,Both,22,All ages,542,Neurological disorders,3,Rate,2005,21.01328406047545,45.04538144007374,10.358140810086416
1,Deaths,1,Global,3,Both,22,All ages,558,Mental disorders,3,Rate,2005,0.003986543637682366,0.0047441894884786605,0.003689042362375427
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2012,17.602626499442806,17.897264155113092,17.021473796239817
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,542,Neurological disorders,3,Rate,2001,9.073263238684799,17.482055507847836,5.3462773999644195
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,558,Mental disorders,3,Rate,2001,0.00048165651132238624,0.0021229215253712103,0.0001335766065567184
1,Deaths,13,Malaysia,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2013,0.8412182686605882,1.0491845591049218,0.6955891464048913
1,Deaths,13,Malaysia,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2013,13.385793348900144,14.76564753335812,7.885358391879851
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,1999,52.0494870165071,56.4673288239086,45.506264104221884
1,Deaths,44577,World Bank Lower Middle Income,3,Both,22,All ages,696,Unintentional injuries,3,Rate,2011,25.953989114485278,28.275804427524793,22.140821597635448
1,Deaths,16,Philippines,3,Both,22,All ages,410,Neoplasms,3,Rate,2011,61.464222536672885,67.40252602959144,56.88956776982643
1,Deaths,16,Philippines,3,Both,22,All ages,542,Neurological disorders,3,Rate,2011,10.408661702883334,24.16825058041719,4.54123055317699
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2012,279.91597794156996,294.2301360316464,262.1256156889559
1,Deaths,13,Malaysia,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2013,5.240129832892152,5.939467488591504,2.6560082945110457
1,Deaths,13,Malaysia,3,Both,22,All ages,961,Other infectious diseases,3,Rate,2013,5.552135017822761,6.675343498587078,3.8637550860567598
1,Deaths,13,Malaysia,3,Both,22,All ages,962,Maternal and neonatal disorders,3,Rate,2013,5.173988657311315,5.858510824318626,4.633565304132066
1,Deaths,13,Malaysia,3,Both,22,All ages,973,Substance use disorders,3,Rate,2013,0.8322585186256314,1.0516572517904583,0.6783040505264625
1,Deaths,13,Malaysia,3,Both,22,All ages,542,Neurological disorders,3,Rate,2007,11.173899955644229,24.72803738461402,5.097041326575096
1,Deaths,16,Philippines,3,Both,22,All ages,558,Mental disorders,3,Rate,2011,0.0039184681223152695,0.004400825012733174,0.0030369005034139116
1,Deaths,13,Malaysia,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2013,23.759735257674453,26.767507178827724,22.08831499439992
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2012,55.51240712151802,61.96252904378725,50.86491670565211
1,Deaths,11,Indonesia,3,Both,22,All ages,386,Nutritional deficiencies,3,Rate,2010,8.145502841264376,8.829619359889882,7.430301611386971
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,113.86465188590451,125.34877093749316,102.83886424665418
1,Deaths,44575,World Bank High Income,3,Both,22,All ages,526,Digestive diseases,3,Rate,1999,39.19255878916933,40.34897864535458,36.92403282829473
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2012,0.9646128461071118,1.2544809400835384,0.7480263129201112
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,688,Transport injuries,3,Rate,2012,22.595584615792344,24.108342437632043,19.76822220748115
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,973,Substance use disorders,3,Rate,2012,3.9719756966734447,4.134469574462705,3.6619101944965244
1,Deaths,16,Philippines,3,Both,22,All ages,717,Self-harm and interpersonal violence,3,Rate,2011,18.8431479104022,20.818731356661257,17.257059721987726
1,Deaths,16,Philippines,3,Both,22,All ages,491,Cardiovascular diseases,3,Rate,2011,169.7543479225625,182.89787447227044,145.85928325774998
1,Deaths,16,Philippines,3,Both,22,All ages,508,Chronic respiratory diseases,3,Rate,2011,29.61792130621203,35.499240456947284,26.938110617928928
1,Deaths,16,Philippines,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2011,16.557562550837584,18.76831379139331,14.739417968561252
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,626,Musculoskeletal disorders,3,Rate,2011,0.49424276802524514,0.6015973516698633,0.3593669664779245
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,640,Other non-communicable diseases,3,Rate,2011,33.7551954784943,47.79853861140686,20.454917722475997
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,653,Skin and subcutaneous diseases,3,Rate,2011,0.8005962322518263,0.9373709909712254,0.66420670872736
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,955,HIV/AIDS and sexually transmitted infections,3,Rate,2011,85.0105796512774,103.05206455802026,72.3415176129698
1,Deaths,44576,World Bank Upper Middle Income,3,Both,22,All ages,974,Diabetes and kidney diseases,3,Rate,2012,32.38165010674566,33.74665061031095,30.5700247540244
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,956,Respiratory infections and tuberculosis,3,Rate,2011,130.4950713859899,146.62359954008534,114.78285153740728
1,Deaths,44578,World Bank Low Income,3,Both,22,All ages,957,Enteric infections,3,Rate,2011,78.872491329734,97.65732616178569,63.15901928057061
